"野村日本株高配当70 日次指数値"
※  2000年12月29日 = 10000
,円ベース,,米ドルベース,,円ベース
年月日,配当除く,配当含む,配当除く,配当含む,配当課税考慮済、居住者,配当課税考慮済、非居住者
20091105,12816.97,15233.56,16287.90,19358.91,14906.78,14960.50
20091106,12871.72,15298.63,16350.24,19433.01,14970.46,15024.40
20091109,12836.09,15256.28,16366.49,19452.33,14929.01,14982.81
20091110,12852.41,15275.68,16432.89,19531.25,14948.00,15001.86
20091111,12831.37,15250.67,16376.83,19464.62,14923.53,14977.30
20091112,12744.70,15147.66,16306.07,19380.51,14822.73,14876.14
20091113,12694.04,15087.45,16154.00,19199.77,14763.80,14817.00
20091116,12600.63,14976.43,16164.93,19212.77,14655.16,14707.97
20091117,12507.91,14866.22,16174.20,19223.78,14547.32,14599.74
20091118,12386.46,14721.88,15962.36,18972.00,14406.07,14457.98
20091119,12280.69,14596.16,15870.55,18862.88,14283.06,14334.52
20091120,12288.47,14605.41,15902.97,18901.41,14292.11,14343.61
20091124,12184.42,14481.74,15791.43,18768.84,14171.09,14222.15
20091125,12251.02,14560.90,15931.67,18935.52,14248.56,14299.90
20091126,12196.05,14495.56,16147.09,19191.56,14184.61,14235.72
20091127,11831.79,14062.63,15779.39,18754.53,13760.97,13810.55
20091130,12221.20,14525.46,16299.66,19372.90,14213.87,14265.09
20091201,12484.26,14838.11,16481.20,19588.66,14519.82,14572.14
20091202,12457.21,14805.97,16413.43,19508.12,14488.36,14540.57
20091203,12849.05,15271.69,16823.61,19995.64,14944.10,14997.94
20091204,12832.14,15251.60,16738.53,19894.51,14924.43,14978.21
20091207,12936.07,15375.12,16544.47,19663.86,15045.31,15099.52
20091208,12944.54,15385.19,16720.94,19873.61,15055.15,15109.40
20091209,12805.17,15219.54,16736.60,19892.22,14893.06,14946.73
20091210,12690.04,15082.70,16576.69,19702.17,14759.16,14812.34
20091211,12850.23,15273.09,16647.78,19786.65,14945.47,14999.32
20091214,12778.10,15187.37,16580.51,19706.70,14861.58,14915.13
20091215,12739.88,15141.94,16426.11,19523.19,14817.13,14870.52
20091216,12934.36,15373.08,16569.01,19693.04,15043.31,15097.52
20091217,12901.06,15333.51,16522.68,19637.96,15004.58,15058.65
20091218,12918.72,15354.50,16522.28,19637.49,15025.13,15079.27
20091221,12907.15,15340.75,16393.43,19484.35,15011.67,15065.76
20091222,13049.14,15509.50,16442.90,19543.15,15176.80,15231.49
20091224,13196.21,15684.31,16620.03,19753.67,15347.86,15403.17
20091225,13142.42,15620.37,16540.48,19659.13,15285.29,15340.37
20091228,13252.43,15774.98,16639.76,19807.07,15434.25,15490.57
20091229,13259.65,15783.58,16611.61,19773.57,15442.66,15499.01
20091230,13130.19,15629.47,16375.32,19492.30,15291.88,15347.68
20100104,13242.76,15763.47,16354.19,19467.14,15422.99,15479.27
20100105,13316.67,15851.45,16650.37,19819.70,15509.07,15565.66
20100106,13499.09,16068.59,16837.23,20042.13,15721.52,15778.88
20100107,13545.35,16123.65,16772.93,19965.59,15775.39,15832.95
20100108,13646.04,16243.52,16808.86,20008.36,15892.67,15950.66
20100112,13767.92,16388.59,17216.45,20493.54,16034.61,16093.12
20100113,13700.01,16307.76,17247.92,20530.99,15955.52,16013.74
20100114,13824.19,16455.57,17293.41,20585.14,16100.15,16158.89
20100115,13941.58,16595.31,17611.87,20964.22,16236.86,16296.11
20100118,13840.61,16475.12,17477.59,20804.39,16119.27,16178.08
20100119,13784.50,16408.32,17477.81,20804.64,16053.92,16112.50
20100120,13778.99,16401.76,17416.05,20731.12,16047.50,16106.05
20100121,13866.43,16505.85,17408.79,20722.49,16149.33,16208.26
20100122,13660.54,16260.77,17357.03,20660.87,15909.55,15967.60
20100125,13581.09,16166.19,17295.28,20587.37,15817.02,15874.73
20100126,13387.25,15935.46,17066.40,20314.93,15591.27,15648.16
20100127,13305.67,15838.36,17106.66,20362.84,15496.26,15552.80
20100128,13387.15,15935.34,17009.66,20247.38,15591.15,15648.04
20100129,13185.74,15695.59,16798.33,19995.83,15356.58,15412.62
20100201,13218.62,15734.73,16810.39,20010.18,15394.87,15451.04
20100202,13330.35,15867.73,16882.41,20095.91,15525.00,15581.64
20100203,13465.95,16029.14,17117.35,20375.58,15682.92,15740.15
20100204,13501.66,16071.65,17042.09,20285.98,15724.52,15781.89
20100205,13184.36,15693.95,16922.28,20143.37,15354.97,15411.00
20100208,13094.72,15587.25,16830.73,20034.40,15250.58,15306.22
20100209,12982.74,15453.95,16656.99,19827.58,15120.16,15175.33
20100210,13011.58,15488.29,16657.72,19828.46,15153.75,15209.04
20100212,13137.60,15638.29,16762.10,19952.70,15300.52,15356.35
20100215,13030.50,15510.81,16607.93,19769.18,15175.78,15231.16
20100216,13051.15,15535.39,16696.29,19874.36,15199.84,15255.30
20100217,13298.27,15829.55,16933.25,20156.43,15487.64,15544.15
20100218,13320.56,15856.08,16821.81,20023.78,15513.60,15570.21
20100219,13101.12,15594.86,16370.16,19486.16,15258.03,15313.70
20100222,13379.98,15926.81,16802.66,20000.99,15582.80,15639.66
20100223,13335.13,15873.41,16838.35,20043.47,15530.56,15587.23
20100224,13220.78,15737.30,16819.66,20021.22,15397.39,15453.57
20100225,13163.71,15669.38,16940.26,20164.77,15330.93,15386.87
20100226,13209.69,15724.11,16988.96,20222.74,15384.48,15440.61
20100301,13290.29,15820.05,17111.77,20368.93,15478.35,15534.82
20100302,13363.62,15907.34,17205.22,20480.17,15563.75,15620.54
20100303,13384.49,15932.18,17321.37,20618.43,15588.05,15644.93
20100304,13309.08,15842.41,17298.80,20591.55,15500.23,15556.79
20100305,13487.71,16055.04,17339.72,20640.27,15708.27,15765.58
20100308,13712.64,16322.79,17431.90,20749.99,15970.23,16028.50
20100309,13654.65,16253.77,17443.10,20763.33,15902.70,15960.72
20100310,13623.44,16216.61,17392.59,20703.20,15866.34,15924.24
20100311,13746.28,16362.83,17477.56,20804.35,16009.40,16067.82
20100312,13837.26,16471.13,17541.80,20880.82,16115.37,16174.17
20100315,13844.49,16479.74,17533.56,20871.00,16123.79,16182.62
20100316,13850.63,16487.05,17626.82,20982.02,16130.94,16189.80
20100317,13985.08,16647.09,17763.49,21144.71,16287.52,16346.95
20100318,13934.72,16587.14,17781.10,21165.66,16228.87,16288.08
20100319,14069.53,16747.61,17860.88,21260.63,16385.87,16445.66
20100323,13986.64,16648.95,17821.63,21213.91,16289.34,16348.78
20100324,14036.91,16708.78,17792.94,21179.76,16347.88,16407.54
20100325,14021.90,16690.92,17532.14,20869.32,16330.40,16389.99
20100326,14244.77,16956.21,17664.72,21027.13,16589.97,16650.51
20100329,14149.52,17047.31,17549.44,21143.53,16659.10,16725.91
20100330,14362.61,17304.05,17833.95,21486.31,16909.99,16977.80
20100331,14387.08,17333.53,17723.55,21353.30,16938.79,17006.73
20100401,14491.07,17458.82,17785.87,21428.39,17061.23,17129.65
20100402,14538.53,17516.00,17781.44,21423.04,17117.11,17185.75
20100405,14614.35,17607.34,17758.85,21395.83,17206.37,17275.37
20100406,14601.00,17591.25,17874.96,21535.72,17190.65,17259.59
20100407,14662.81,17665.72,17949.67,21625.73,17263.42,17332.66
20100408,14534.71,17511.40,17935.23,21608.33,17112.61,17181.24
20100409,14544.36,17523.02,17874.18,21534.78,17123.97,17192.64
20100412,14670.19,17674.62,18036.54,21730.39,17272.12,17341.39
20100413,14574.00,17558.73,17958.64,21636.53,17158.87,17227.69
20100414,14627.64,17623.35,17981.34,21663.89,17222.02,17291.09
20100415,14741.12,17760.07,18180.16,21903.42,17355.63,17425.23
20100416,14591.65,17579.99,18104.64,21812.43,17179.64,17248.54
20100419,14321.08,17254.01,17927.68,21599.23,16861.09,16928.71
20100420,14362.65,17304.09,17772.53,21412.31,16910.03,16977.85
20100421,14587.47,17574.95,17976.19,21657.68,17174.72,17243.60
20100422,14482.31,17448.26,17885.93,21548.93,17050.91,17119.29
20100423,14495.71,17464.40,17838.24,21491.48,17066.69,17135.13
20100426,14741.87,17760.97,18003.30,21690.34,17356.50,17426.11
20100427,14676.79,17682.56,17979.24,21661.35,17279.88,17349.18
20100428,14387.32,17333.82,17724.80,21354.81,16939.08,17007.01
20100430,14581.81,17568.14,17789.87,21433.20,17168.06,17236.91
20100506,14194.33,17101.31,17425.38,20994.07,16711.86,16778.88
20100507,13830.56,16663.04,17249.73,20782.45,16283.57,16348.88
20100510,14034.04,16908.19,17267.35,20803.67,16523.14,16589.41
20100511,13907.67,16755.93,17231.80,20760.84,16374.35,16440.02
20100512,13950.43,16807.45,17230.89,20759.75,16424.69,16490.56
20100513,14117.08,17008.24,17365.81,20922.29,16620.91,16687.57
20100514,13957.32,16815.76,17293.32,20834.96,16432.81,16498.72
20100517,13759.83,16577.82,17182.97,20702.01,16200.30,16265.27
20100518,13667.61,16466.71,16932.53,20400.29,16091.71,16156.25
20100519,13609.36,16396.54,17011.71,20495.67,16023.14,16087.40
20100520,13491.22,16254.19,16962.75,20436.69,15884.04,15947.74
20100521,13183.40,15883.33,16852.34,20303.67,15521.63,15583.87
20100524,13180.86,15880.28,16784.67,20222.14,15518.64,15580.88
20100525,12921.03,15567.23,16543.64,19931.74,15212.72,15273.73
20100526,12860.68,15494.52,16385.12,19740.76,15141.66,15202.39
20100527,12992.56,15653.41,16534.80,19921.10,15296.93,15358.28
20100528,13075.77,15753.66,16453.00,19822.54,15394.90,15456.64
20100531,13165.58,15861.63,16535.22,19921.31,15500.44,15562.60
20100601,13192.52,15894.10,16691.30,20109.36,15532.16,15594.45
20100602,13067.24,15743.16,16389.32,19745.54,15384.66,15446.36
20100603,13332.83,16063.14,16559.75,19950.86,15697.36,15760.30
20100604,13286.13,16006.87,16465.25,19837.02,15642.37,15705.09
20100607,12902.87,15545.12,16205.27,19523.80,15191.14,15252.05
20100608,12891.52,15531.45,16150.42,19457.71,15177.78,15238.64
20100609,12791.79,15411.31,16069.29,19359.96,15060.37,15120.76
20100610,12904.36,15546.93,16306.97,19646.32,15192.90,15253.83
20100611,13031.06,15699.57,16348.41,19696.25,15342.07,15403.59
20100614,13201.95,15905.46,16506.93,19887.23,15543.27,15605.59
20100615,13181.78,15881.15,16608.22,20009.26,15519.51,15581.75
20100616,13354.09,16088.75,16735.40,20162.49,15722.39,15785.43
20100617,13319.36,16046.91,16784.32,20221.43,15681.50,15744.38
20100618,13292.01,16013.96,16839.43,20287.82,15649.30,15712.05
20100621,13534.11,16305.64,17130.09,20638.00,15934.33,15998.23
20100622,13423.53,16172.41,16989.19,20468.24,15804.14,15867.51
20100623,13215.08,15921.27,16788.24,20226.15,15558.72,15621.11
20100624,13234.09,15944.17,16956.75,20429.17,15581.10,15643.58
20100625,13101.93,15784.96,16786.49,20224.04,15425.51,15487.37
20100628,13024.30,15710.01,16742.10,20194.44,15350.45,15412.56
20100629,12899.43,15559.39,16723.77,20172.34,15203.28,15264.79
20100630,12734.27,15360.17,16503.13,19906.20,15008.62,15069.34
20100701,12579.92,15174.00,16343.66,19713.84,14826.71,14886.69
20100702,12611.98,15212.66,16480.34,19878.71,14864.49,14924.63
20100705,12702.32,15321.63,16613.51,20039.33,14970.96,15031.53
20100706,12822.51,15466.61,16767.85,20225.50,15112.63,15173.77
20100707,12773.39,15407.35,16832.92,20303.99,15054.72,15115.63
20100708,13030.56,15717.55,16954.04,20450.08,15357.83,15419.96
20100709,12991.35,15670.26,16874.36,20353.98,15311.61,15373.56
20100712,12883.25,15539.87,16659.56,20094.89,15184.21,15245.64
20100713,12864.28,15517.00,16717.82,20165.16,15161.86,15223.20
20100714,13057.79,15750.40,16885.26,20367.12,15389.92,15452.18
20100715,12891.53,15549.86,16844.68,20318.18,15193.97,15255.44
20100716,12661.71,15272.64,16676.18,20114.93,14923.10,14983.47
20100720,12597.04,15194.64,16667.43,20104.38,14846.88,14906.95
20100721,12579.40,15173.36,16583.93,20003.66,14826.09,14886.07
20100722,12512.68,15092.89,16610.33,20035.50,14747.46,14807.12
20100723,12715.01,15336.94,16803.21,20268.16,14985.93,15046.55
20100726,12774.03,15408.13,16828.94,20299.20,15055.49,15116.40
20100727,12781.82,15417.52,16833.41,20304.58,15064.66,15125.60
20100728,13054.38,15746.29,17037.13,20550.31,15385.91,15448.15
20100729,12952.82,15623.78,17041.03,20555.02,15266.20,15327.96
20100730,12731.85,15357.25,16938.45,20431.28,15005.77,15066.47
20100802,12751.07,15380.43,16891.66,20374.84,15028.42,15089.22
20100803,12887.96,15545.55,17220.92,20772.00,15189.76,15251.21
20100804,12721.91,15345.26,17091.46,20615.84,14994.05,15054.71
20100805,12882.47,15538.93,17145.79,20681.38,15183.29,15244.72
20100806,12929.65,15595.84,17254.55,20812.57,15238.90,15300.55
20100809,12914.36,15577.39,17325.70,20898.39,15220.87,15282.45
20100810,12848.15,15497.53,17234.86,20788.82,15142.84,15204.10
20100811,12544.83,15131.67,16937.73,20430.42,14785.35,14845.16
20100812,12446.62,15013.21,16685.53,20126.21,14669.60,14728.95
20100813,12511.02,15090.88,16729.89,20179.72,14745.49,14805.15
20100816,12498.08,15075.28,16726.22,20175.29,14730.25,14789.84
20100817,12472.62,15044.56,16809.62,20275.88,14700.24,14759.71
20100818,12581.34,15175.70,16912.50,20399.98,14828.38,14888.37
20100819,12670.12,15282.79,16972.28,20472.08,14933.02,14993.43
20100820,12453.92,15022.01,16766.71,20224.13,14678.20,14737.58
20100823,12431.01,14994.38,16726.08,20175.12,14651.20,14710.47
20100824,12359.83,14908.52,16794.52,20257.67,14567.31,14626.24
20100825,12233.92,14756.65,16622.46,20050.13,14418.91,14477.25
20100826,12274.41,14805.49,16646.96,20079.68,14466.64,14525.16
20100827,12387.82,14942.28,16813.67,20280.77,14600.30,14659.37
20100830,12540.33,15126.24,16927.68,20418.29,14780.05,14839.84
20100831,12190.53,14704.31,16628.39,20057.28,14367.77,14425.90
20100901,12324.16,14865.49,16821.64,20290.39,14525.26,14584.03
20100902,12458.15,15027.11,17009.58,20517.08,14683.18,14742.58
20100903,12520.79,15102.67,17066.71,20585.99,14757.01,14816.71
20100906,12727.27,15351.73,17377.03,20960.30,15000.37,15061.06
20100907,12658.70,15269.02,17336.97,20911.98,14919.56,14979.91
20100908,12454.71,15022.96,17102.43,20629.08,14679.13,14738.51
20100909,12541.12,15127.19,17227.26,20779.65,14780.97,14840.77
20100910,12657.36,15267.41,17326.87,20899.80,14917.98,14978.33
20100913,12708.93,15329.60,17398.50,20986.20,14978.76,15039.35
20100914,12665.12,15276.76,17487.50,21093.55,14927.12,14987.51
20100915,12849.97,15499.73,17276.64,20839.21,15144.99,15206.26
20100916,12757.94,15388.73,17163.96,20703.29,15036.52,15097.36
20100917,12873.60,15528.23,17236.80,20791.16,15172.83,15234.22
20100921,12838.35,15485.71,17268.09,20828.89,15131.29,15192.50
20100922,12841.56,15489.59,17391.51,20977.76,15135.08,15196.31
20100924,12736.54,15362.91,17275.75,20838.14,15011.30,15072.03
20100927,12851.19,15501.20,17544.13,21161.86,15146.42,15207.70
20100928,12683.76,15482.85,17306.30,21125.51,15110.55,15177.09
20100929,12736.29,15546.98,17501.65,21363.96,15173.14,15239.95
20100930,12477.57,15231.16,17207.86,21005.35,14864.92,14930.37
20101001,12465.55,15216.49,17187.16,20980.07,14850.59,14915.99
20101004,12319.07,15037.69,17004.59,20757.21,14676.09,14740.72
20101005,12475.31,15228.41,17165.60,20953.76,14862.23,14927.67
20101006,12654.73,15447.42,17495.23,21356.13,15075.97,15142.36
20101007,12649.12,15440.57,17630.66,21521.45,15069.29,15135.64
20101008,12545.83,15314.48,17495.18,21356.07,14946.23,15012.04
20101012,12289.66,15001.78,17235.23,21038.75,14641.05,14705.52
20101013,12253.31,14957.41,17191.60,20985.49,14597.75,14662.03
20101014,12447.41,15194.34,17634.02,21525.56,14828.99,14894.28
20101015,12293.31,15006.23,17383.56,21219.82,14645.40,14709.88
20101018,12386.03,15119.42,17515.76,21381.19,14755.86,14820.84
20101019,12457.16,15206.24,17586.04,21466.98,14840.60,14905.94
20101020,12313.73,15031.16,17422.08,21266.84,14669.72,14734.32
20101021,12281.55,14991.88,17401.20,21241.35,14631.39,14695.82
20101022,12336.77,15059.28,17464.35,21318.44,14697.17,14761.88
20101025,12314.67,15032.31,17577.08,21456.05,14670.84,14735.44
20101026,12283.13,14993.80,17382.00,21217.91,14633.27,14697.70
20101027,12263.33,14969.64,17186.76,20979.59,14609.69,14674.02
20101028,12195.71,14887.09,17226.46,21028.05,14529.12,14593.10
20101029,12208.00,14902.10,17387.04,21224.06,14543.77,14607.81
20101101,12094.06,14763.02,17269.72,21080.85,14408.03,14471.47
20101102,12099.91,14770.16,17248.06,21054.42,14415.00,14478.47
20101104,12283.15,14993.84,17414.20,21257.22,14633.30,14697.73
20101105,12532.69,15298.44,17820.76,21753.49,14930.58,14996.32
20101108,12596.53,15376.37,17824.40,21757.94,15006.63,15072.71
20101109,12591.10,15369.75,17897.17,21846.77,15000.17,15066.22
20101110,12723.57,15531.44,17866.64,21809.50,15157.98,15224.72
20101111,12756.06,15571.11,17825.14,21758.84,15196.69,15263.61
20101112,12649.39,15440.89,17755.97,21674.41,15069.61,15135.96
20101115,12697.64,15499.80,17617.09,21504.88,15127.09,15193.70
20101116,12604.91,15386.61,17440.00,21288.71,15016.62,15082.75
20101117,12637.71,15426.64,17406.77,21248.15,15055.69,15121.99
20101118,12871.27,15711.74,17763.60,21683.73,15333.94,15401.46
20101119,12862.41,15700.93,17740.72,21655.80,15323.39,15390.86
20101122,12948.06,15805.47,17834.23,21769.94,15425.42,15493.34
20101124,12857.29,15694.67,17790.25,21716.26,15317.28,15384.73
20101125,12870.12,15710.33,17708.83,21616.87,15332.56,15400.08
20101126,12827.59,15658.43,17566.18,21442.74,15281.91,15349.20
20101129,12938.32,15793.59,17726.27,21638.15,15413.82,15481.69
20101130,12752.42,15566.67,17437.26,21285.37,15192.35,15259.25
20101201,12825.78,15656.22,17633.06,21524.37,15279.75,15347.03
20101202,12946.39,15803.44,17678.30,21579.60,15423.44,15491.35
20101203,13000.22,15869.15,17857.91,21798.85,15487.56,15555.76
20101206,13018.50,15891.46,18070.98,22058.94,15509.34,15577.63
20101207,13007.39,15877.90,18090.53,22082.80,15496.10,15564.34
20101208,13153.86,16056.69,18019.41,21995.99,15670.59,15739.60
20101209,13204.03,16117.93,18101.09,22095.69,15730.36,15799.63
20101210,13175.76,16083.43,18081.75,22072.09,15696.69,15765.81
20101213,13302.34,16237.94,18151.40,22157.11,15847.48,15917.27
20101214,13358.67,16306.70,18409.73,22472.44,15914.59,15984.67
20101215,13349.50,16295.51,18272.18,22304.53,15903.67,15973.70
20101216,13361.54,16310.20,18225.69,22247.79,15918.01,15988.10
20101217,13333.83,16276.37,18253.98,22282.32,15885.00,15954.94
20101220,13297.66,16232.23,18218.58,22239.12,15841.92,15911.67
20101221,13435.90,16400.97,18436.55,22505.19,16006.60,16077.08
20101222,13445.03,16412.13,18459.01,22532.60,16017.48,16088.01
20101224,13396.10,16352.39,18551.42,22645.41,15959.18,16029.45
20101227,13427.55,16390.78,18642.16,22756.17,15996.65,16067.09
20101228,13385.03,16360.97,18659.79,22808.48,15965.40,16036.35
20101229,13473.02,16468.52,18864.86,23059.14,16070.36,16141.77
20101230,13333.35,16297.80,18795.26,22974.07,15903.76,15974.43
20110104,13497.25,16498.14,18849.39,23040.24,16099.25,16170.80
20110105,13471.06,16466.12,18886.27,23085.32,16068.01,16139.42
20110106,13610.50,16636.56,18813.19,22995.99,16234.33,16306.48
20110107,13600.47,16624.31,18720.51,22882.70,16222.38,16294.47
20110111,13590.26,16611.83,18789.74,22967.33,16210.20,16282.24
20110112,13595.64,16618.40,18818.68,23002.70,16216.61,16288.67
20110113,13737.96,16792.37,19016.83,23244.90,16386.37,16459.19
20110114,13612.21,16638.66,18955.80,23170.31,16236.38,16308.53
20110117,13596.94,16619.99,18844.32,23034.04,16218.16,16290.23
20110118,13603.97,16628.59,18938.58,23149.26,16226.55,16298.66
20110119,13651.39,16686.55,19114.60,23364.42,16283.11,16355.47
20110120,13571.45,16588.84,18970.32,23188.05,16187.76,16259.70
20110121,13427.20,16412.51,18638.30,22782.21,16015.70,16086.87
20110124,13510.41,16514.23,18740.23,22906.80,16114.96,16186.57
20110125,13651.67,16686.89,19034.97,23267.08,16283.44,16355.81
20110126,13544.86,16556.34,18945.83,23158.12,16156.05,16227.85
20110127,13592.94,16615.10,18850.14,23041.16,16213.39,16285.44
20110128,13440.00,16428.16,18684.28,22838.42,16030.96,16102.20
20110131,13330.28,16294.04,18669.54,22820.40,15900.09,15970.75
20110201,13398.55,16377.50,18821.37,23005.98,15981.53,16052.55
20110202,13583.91,16604.07,19155.51,23414.42,16202.62,16274.63
20110203,13560.80,16575.82,19106.51,23354.52,16175.05,16246.94
20110204,13716.29,16765.88,19313.74,23607.83,16360.52,16433.22
20110207,13764.34,16824.62,19178.11,23442.05,16417.84,16490.80
